學號,書籍類別,書籍名稱,讀者借閱冊數,書籍出版日期,書籍出版者,書籍館藏地,書籍上架年月,書籍標題(subject),讀者年級,學院,借閱時間
Fd85fd01066,哲學類,禮物,17,2005,平安文化,3F中文圖書區,2006-05-05,生活指導通俗作品,4,公共事務學院,2016-08-30T07:02:32Z
Meac8309dd6,中國史地,"明朝那些事兒.柒, 大結局",85,2009,大地,3F中文圖書區,2013-06-24,明史,2,人文學院,2015-03-12T04:52:04Z
K589f2c6b22,總類,為什麼聰明人都用方格筆記本? : 康乃爾大學、麥肯錫顧問的祕密武器,67,2015,方智,3F中文圖書區,2015-06-18,筆記法,2,人文學院,2015-06-25T00:56:39Z
A0f390c7645,社會科學類,台灣憲法之縱剖橫切,107,2002,元照,3F中文圖書區,2003-03-04,"憲法論文,講詞等中國",1,法律學院,2014-03-11T09:19:39Z
G2d1610983c,語言文學類,后宮 : 如懿傳.五,10,2014,希代多媒體,3F中文圖書區,2015-10-23,中國小說,4,商學院,2017-03-05T06:36:13Z
G055f72842c,語言文學類,小說的八百萬種寫法,5,2015,麥田,3F中文圖書區,2016-04-11,小說,4,商學院,2017-05-11T10:24:48Z
H6a798a51f3,語言文學類,別冊圖書館戰爭. II,30,2010,臺灣國際角川,3F中文圖書區,2014-05-15,日本文學,2,商學院,2014-08-02T07:49:29Z
K2a01fe5225,語言文學類,群象,116,1998,時報文化,3F中文圖書區,2003-09-19,NA,2,人文學院,2015-06-03T06:06:42Z
Bc19284939d,語言文學類,破壞神,21,2006,集合出版,3F中文圖書區,2009-08-10,NA,2,公共事務學院,2014-11-28T06:15:43Z
D0e91cb8d9d,語言文學類,"東北往事 : 黑道風雲20年. 之3, 當代土匪 = My cruel underworld of my youth",98,2010,普天,3F中文圖書區,2013-02-05,中國小說,2,社會科學院,2014-11-07T09:20:14Z
Pc274e506f9,應用科學類,都市發展制定計畫的邏輯,14,2005,五南,3F中文圖書區,2006-08-28,都市計畫,3,電機資訊學院,2015-09-16T10:29:56Z
Bee793b1700,應用科學類,M型社會:中產階級消失的危機與商機,7,2006,商周出版,3F中文圖書區,2008-05-21,企業管理,3,公共事務學院,2015-09-24T07:47:25Z
N5f65d2ee53,語言文學類,完全擬真NEW TOEIC新多益全真模擬試題+解析 = Key to success in the NEW TOEIC test,44,2010,我識,3F中文圖書區,2014-12-17,多益測驗,2,商學院,2015-04-12T05:38:34Z
G8916643652,社會科學類,老闆要你在大學裡學的10件事,10,2008,財經傳訊出版,1F通識悅讀專區,2012-08-27,大學生,2,商學院,2015-02-24T04:00:53Z
Fd85fd01066,語言文學類,壁花男孩,35,2010,高寶國際,3F中文圖書區,2013-06-24,美國文學,2,公共事務學院,2015-05-07T01:17:26Z
B030bb78188,語言文學類,荷爾摩六景,51,2009,皇冠文化,3F中文圖書區,2012-08-07,小說,1,公共事務學院,2014-05-14T04:20:57Z
C4bc74b2cee,語言文學類,張曉風精選集,30,2004,九歌,3F中文圖書區,2006-03-30,NA,2,社會科學院,2015-05-05T09:41:18Z
K3491bb3740,語言文學類,西遊記人物研究,31,1984,臺灣學生書局,3F中文圖書區,2012-03-23,NA,1,人文學院,2014-04-09T09:59:20Z
Ka3347bbadc,語言文學類,垂釣睡眠,50,2006,九歌,3F中文圖書區,2008-09-09,NA,1,人文學院,2013-11-29T08:39:41Z
C2994e99abf,社會科學類,刑事訴訟法,7,2011,國立空中大學,3F中文圖書區,2013-12-24,刑事訴訟法,2,社會科學院,2015-05-17T04:40:24Z
A37dea6bc84,語言文學類,慢讀/元曲 : 就愛源自生活的真性情,8,2011,夏日,3F中文圖書區,2013-09-13,散文,1,法律學院,2014-02-26T05:03:21Z
F0495ac4e29,哲學類,走吧!去做你真正渴望的事 : 創造有意義人生的7分鐘微行動,17,2014,天下雜誌,3F中文圖書區,2014-06-11,自我實現,3,公共事務學院,2016-04-28T04:28:48Z
H71fe69be01,應用科學類,會計學原理,3,2000,華泰,3F中文圖書區,2011-12-28,會計,2,商學院,2014-10-28T08:13:26Z
Kcbaaee96de,社會科學類,教育哲學,172,1995,三民,3F中文圖書區,1999-03-01,教育哲學，原理,4,人文學院,2017-03-17T04:18:17Z
N7652c089bc,語言文學類,找路:月光．沙韻．Klesan,24,2010,遠流,3F中文圖書區,2011-05-12,中國散文,1,商學院,2014-06-20T06:51:20Z
F5d8d1ab250,應用科學類,一座發燒小行星的未來飲食法,9,2013,行人文化實驗室,3F中文圖書區,2014-04-07,永續農業,3,公共事務學院,2016-06-27T05:26:52Z
H3669a3fabf,中國史地,Essentials of management information systems : managing the digital firm,7,2005,Prentice Hall,4F外文圖書區,2006-10-11,Management information systems.,2,商學院,2015-03-02T08:11:11Z
K589f2c6b22,語言文學類,中國詩學,67,1994,文史哲,3F中文圖書區,2000-08-08,中國詩哲學，原理,2,人文學院,2014-10-09T02:42:59Z
C2994e99abf,語言文學類,Oh!FATHER,19,2011,獨步文化,3F中文圖書區,2012-09-27,NA,4,社會科學院,2017-03-21T08:26:28Z
F4e8b2ecac1,世界史地,"出走, 一路向南 : 到世界的邊緣 = All the way south, 北美卷",36,2012,夏日出版,1F寰宇開卷專區,2013-07-12,遊記,4,公共事務學院,2016-09-05T03:38:53Z
Kaa31b626dd,哲學類,先秦儒家「天人合德」哲學之探究,72,2009,花木蘭文化,3F中文圖書區,2010-03-19,儒家,3,人文學院,2017-05-26T09:39:45Z
Ea324d344e1,應用科學類,成本與管理會計學新論 = Cost and management accounting. 上冊,52,2012,証業,3F中文圖書區,2012-10-18,成本會計,4,公共事務學院,2016-12-29T08:57:48Z
B94a0f78c37,語言文學類,全攻略新日本語能力試？ : ？解問題集. N1,187,2011,尚昂文化事業國際,3F中文圖書區,2017-05-31,日語,4,公共事務學院,2017-06-11T06:56:30Z
Kadbf84e112,語言文學類,射雕英雄傳,130,2003,遠流,3F中文圖書區,2006-03-28,NA,4,人文學院,2017-04-07T03:01:31Z
B93be577d81,語言文學類,沒卵頭家,113,2005,聯合文學出版,3F中文圖書區,2006-05-09,NA,3,公共事務學院,2016-06-27T01:15:08Z
G5da835699a,社會科學類,搞懂金融世界的第一本書 : 六大神祕行業如何影響全球財富 : 2011年開始，財富的世界會變成怎樣？,58,2011,大是文化,3F中文圖書區,2012-10-19,投資銀行,3,商學院,2016-05-12T08:29:59Z
K25d5a89c7c,藝術類,西方美術史的十五堂課=History of western art,83,2007,五南出版,3F中文圖書區,2009-02-17,美術歷史西洋,4,人文學院,2016-10-11T02:04:19Z
M35f4161f61,語言文學類,連美國人也想知道的英文問題 : 總編嚴選 = Good question,49,2014,日月文化,1F職涯博覽專區,2014-09-19,英語,3,人文學院,2016-01-08T06:55:16Z
H83391e7235,藝術類,資本遊戲 [錄影資料] = Le capital,24,2015,影聯,1F視聽區,2015-11-11,電影片,4,社會科學院,2016-11-24T10:36:28Z
E0202045e93,語言文學類,尋秦記,48,9999,萬象,3F中文圖書區,2000-04-28,NA,4,公共事務學院,2016-11-09T09:08:25Z
J3ef8ab970f,語言文學類,原來數學和詩歌一樣優美 : 王文興新世紀讀本,24,2013,國立臺灣大學出版中心,3F中文圖書區,2014-03-20,文學評論,1,商學院,2014-06-15T07:04:44Z
D7c91b8a193,藝術類,電影理論,13,2010,五南,3F中文圖書區,2012-09-03,電影理論,2,社會科學院,2015-02-25T05:09:00Z
M4724e8c59d,社會科學類,中國兵器史稿,15,1982,明文書局,3F中文圖書區,2012-02-21,古兵器,4,人文學院,2017-02-03T05:13:32Z
I6a56e95425,社會科學類,改變成真 : 柯文哲的城市進化論,12,2014,三采文化,3F中文圖書區,2015-01-23,政治,2,商學院,2015-05-19T05:06:11Z
B93be577d81,語言文學類,解憂雜貨店,113,2013,皇冠文化,3F中文圖書區,2015-01-16,日本文學,3,公共事務學院,2016-01-23T07:45:45Z
D165f82bf48,應用科學類,稻盛和夫的最後決戰 : 日本企業史上最震撼人心的「1155天領導力重整」真實紀錄,11,2015,大寫,3F中文圖書區,2016-03-08,企業再造,4,社會科學院,2016-12-28T06:46:14Z
Mb88cacfaf0,社會科學類,風和日暖:台灣外省人與國家認同的轉變,8,2004,允晨文化,3F中文圖書區,2004-08-10,政治臺灣,2,人文學院,2015-06-29T02:09:13Z
Cd9bfeef670,應用科學類,管理資訊系統:管理數位化公司,1,2008,台灣培生教育出版,3F中文圖書區,2008-09-16,管理資訊系統,4,社會科學院,2017-04-10T09:38:58Z
Ia0226b8b9c,應用科學類,財務管理,6,2001,五南,3F中文圖書區,2003-06-20,財務管理,2,商學院,2014-10-29T12:59:36Z
F287026b717,社會科學類,"偏見地圖. 1, 繪製成見",132,2017,行路,3F中文圖書區,2017-04-13,社會心理學,4,公共事務學院,2017-06-13T02:21:00Z
K94ed57dfce,哲學類,莊子思想之美學意義,10,1993,臺灣學生,3F中文圖書區,2003-04-23,莊周學識,4,人文學院,2017-12-27T05:36:47Z
Meac8309dd6,中國史地,中國社會政治史,45,1988,三民,3F中文圖書區,2010-01-29,NA,4,人文學院,2016-11-08T04:43:17Z
M5a3153bf1a,中國史地,製作福爾摩沙:追尋西洋古書中的臺灣身影=The fabrication of Formosa: images of Formosa in European antique books,41,2006,如果出版,3F中文圖書區,2010-11-15,臺灣歷史,4,人文學院,2016-12-22T12:33:07Z
Gd5651e73bd,NA,電子書閱讀器 iPad 4,27,NA,NA,1F流通櫃檯,2013-11-29,NA,3,商學院,2015-12-17T05:01:33Z
B7452fbd470,社會科學類,民法概要,45,2010,五南,3F中文圖書區,2010-10-14,民法,1,公共事務學院,2014-03-05T03:21:37Z
If29c7003ef,應用科學類,有趣的10大管理學理論:經商必讀手冊=10 interesting management theory,15,2006,德威國際文化出版,3F中文圖書區,2008-05-26,"管理科學哲學,原理",1,商學院,2014-04-01T06:59:12Z
D7f8bd85f89,語言文學類,諾桑覺寺,30,2012,好讀,3F中文圖書區,2013-04-11,英國文學,1,社會科學院,2014-04-18T08:45:53Z
A4ac2eb4535,語言文學類,北港香爐人人插:戴貞操帶的魔鬼系列,78,1997,麥田出版,3F中文圖書區,1999-03-01,NA,4,法律學院,2016-09-30T09:58:04Z
N5f65d2ee53,語言文學類,新TOPIKI韓檢初級一次過關,44,2015,我識,3F中文圖書區,2015-05-11,韓語,4,商學院,2016-09-07T07:09:47Z
Eabbca4cbf1,語言文學類,對不起,16,2012,尖端,3F中文圖書區,2013-05-03,日本文學,3,公共事務學院,2015-11-27T10:13:36Z
F911912a602,中國史地,清史論集,8,1998,文史哲,3F中文圖書區,2000-06-13,中國歷史清(1644-1912),2,公共事務學院,2015-09-24T08:25:08Z
B1ad5b76225,社會科學類,泰利的街角,150,2009,群學,3F中文圖書區,2011-07-26,民族研究,4,公共事務學院,2017-01-03T05:11:10Z
B9c03b05227,語言文學類,夢紅樓,43,2013,遠流,3F中文圖書區,2013-12-30,研究考訂,1,公共事務學院,2014-05-12T01:44:41Z
C79297d891e,社會科學類,計量經濟學,29,2013,新加坡商聖智學習,3F中文圖書區,2015-08-12,計量經濟學,3,社會科學院,2016-04-14T05:46:48Z
If29c7003ef,應用科學類,中級會計學,44,1998,高點文化,3F中文圖書區,1999-10-04,會計,2,商學院,2014-11-24T08:27:03Z
Bf0b35337c1,藝術類,陰屍路 [錄影資料]. The walking dead the complete first season 第一季,53,2014,得利影視,1F視聽區,2014-06-03,電視劇,3,公共事務學院,2015-11-27T11:08:03Z
I8aaaf69615,應用科學類,一擊奏效的社群行銷術,32,2014,商周文化,3F中文圖書區,2014-10-21,網路行銷,2,商學院,2015-01-09T08:05:09Z
B742d7acbb3,藝術類,險路勿近 [電影片] = No country for old men,51,2015,影傑,1F視聽區,2015-10-16,電影片,3,公共事務學院,2015-12-25T02:46:04Z
Nc4c5539c85,語言文學類,失去你的3月4日,19,2008,寶瓶文化出版,3F中文圖書區,2009-02-06,NA,1,商學院,2014-02-26T08:48:41Z
J50392da2e7,哲學類,快思慢想,29,2012,天下遠見,3F中文圖書區,2013-02-05,思考,1,商學院,2014-05-19T03:32:50Z
M2904f47686,中國史地,宋史,65,2004,國立空中大學,3F中文圖書區,2015-06-09,宋代,4,人文學院,2016-09-20T04:50:29Z
K69ffb4e10d,語言文學類,花憶前身,22,1996,麥田,3F中文圖書區,2002-09-19,NA,4,人文學院,2017-02-20T03:40:58Z
G472c07362e,中國史地,二二八口述歷史補遺=Oral history series: the february 28th massacre,25,2007,二二八基金會,3F中文圖書區,2009-10-09,二二八事件,1,商學院,2014-03-05T09:54:18Z
G2a97b54953,社會科學類,亞洲銀行新未來,5,2004,時報文化,3F中文圖書區,2008-05-21,銀行業個案研究亞洲,3,商學院,2015-09-23T09:27:59Z
Bf0d15e11c2,語言文學類,"跟任何人都可以用英文聊天 : 1天1堂英文課, 30天融入老外生活圈",134,2015,易富文化,3F中文圖書區,2017-03-20,英語,4,公共事務學院,2017-07-27T07:52:18Z
Fb43fbf4d79,語言文學類,蝶道,13,2003,二魚文化出版,3F中文圖書區,2005-08-04,散文,1,公共事務學院,2014-04-11T05:42:22Z
Cc1a7f13c25,社會科學類,國際觀的第一本書 : 看世界的方法,72,2014,先覺,3F中文圖書區,2015-04-27,國際關係,3,社會科學院,2015-09-07T05:26:47Z
B9a906cec98,語言文學類,小暮照相館,6,2011,獨步文化,3F中文圖書區,2012-04-26,小說,1,公共事務學院,2014-05-05T08:58:29Z
Ba2733a7e4c,語言文學類,國文(作文、公文與測驗)焦點複習,24,2012,千華數位文化,3F中文圖書區,2015-02-05,公文程式,4,公共事務學院,2017-04-26T05:23:32Z
Md32615930d,語言文學類,網溪詩文集 三卷,14,2009,龍文出版,3F中文圖書區,2010-04-01,NA,3,人文學院,2016-03-21T12:03:02Z
D7f8bd85f89,社會科學類,社工員的故事,44,2008,群學,3F中文圖書區,2010-06-14,社會工作,4,社會科學院,2017-03-05T08:06:40Z
F986cfaf74a,社會科學類,後民族格局:哈伯瑪斯政治論文集,19,2002,聯經,3F中文圖書區,2003-03-05,民族主義,3,公共事務學院,2016-03-01T08:49:46Z
M1f69cc9da7,社會科學類,跨性別,37,2004,國立中央大學性/別研究室,3F中文圖書區,2009-02-20,"女性主義論文,講詞等",3,人文學院,2017-06-01T05:20:24Z
Ef3b0b4ee42,社會科學類,高等統計學,8,2006,葉小蓁發行,3F中文圖書區,2007-04-12,統計學,4,公共事務學院,2017-11-14T02:17:48Z
Id69e982fce,語言文學類,高校入試,3,2014,臺灣東販,3F中文圖書區,2015-01-23,日本文學,4,商學院,2016-12-26T08:49:37Z
Md441a78e2f,社會科學類,城市世界,12,2009,群學,3F中文圖書區,2010-04-06,都市,4,法律學院,2018-03-12T03:16:30Z
C3cbb630a09,應用科學類,財務管理,10,2005,美商麥格羅？希爾出版,3F中文圖書區,2008-05-21,財務管理,2,社會科學院,2016-03-10T06:13:37Z
F287026b717,語言文學類,哪啊哪啊神去村,73,2011,新經典圖文傳播,3F中文圖書區,2013-12-30,日本文學,3,公共事務學院,2016-06-21T01:33:21Z
C65542c621e,社會科學類,"推出你的影響力 : 每個人都可以影響別人、改善決策, 做人生的選擇設計師",31,2014,時報文化,3F中文圖書區,2015-08-05,經濟學,3,社會科學院,2016-07-04T05:47:56Z
A35ea177bc0,語言文學類,朱雀,9,2009,麥田,3F中文圖書區,2013-04-19,長篇小說,3,法律學院,2015-11-16T08:45:46Z
B8f73a4d6e9,社會科學類,現代金融市場=Financial markets,146,2009,黃昱程出版,3F中文圖書區,2010-03-04,金融市場,2,公共事務學院,2014-09-10T01:41:51Z
K2a01fe5225,語言文學類,藏寶圖,57,2009,麥田,3F中文圖書區,2013-07-04,短篇小說,1,人文學院,2014-01-17T08:35:48Z
Cb5ac94276f,世界史地,台北故事遊 : 古蹟、老街、老店&新空間 = Taipei trip,5,2013,上旗文化,1F通識悅讀專區,2013-11-12,人文地理,2,社會科學院,2014-09-18T07:34:07Z
I1828d79258,語言文學類,達文西密碼,14,2004,時報文化,3F中文圖書區,2004-12-14,NA,2,商學院,2015-03-20T02:53:27Z
Fe71761be01,哲學類,林書豪給年輕人的12件禮物 = Jeremy Lin's victory,10,2012,創見文化出版,1F職涯博覽專區,2013-05-08,成功法,1,公共事務學院,2013-12-28T03:18:44Z
Bcbcff85aa2,世界史地,首爾慢走 = Wandering in Seoul,14,2011,一起來出版,1F寰宇開卷專區,2013-07-12,旅遊,1,公共事務學院,2014-04-21T07:04:24Z
J8560c31add,NA,電子書閱讀器 iPad 4,37,NA,NA,1F流通櫃檯,2013-11-29,NA,4,商學院,2016-11-02T01:08:39Z
F0495ac4e29,應用科學類,健腦15招 : 提高你的記憶力.專注力.思考力,23,2008,天下遠見,3F中文圖書區,2015-09-23,NA,4,公共事務學院,2017-04-28T05:15:28Z
Bcfd723face,應用科學類,思考的原點 = Handbook of company staff,18,2013,商周,3F中文圖書區,2013-12-30,商業心理學,3,公共事務學院,2017-02-20T09:25:04Z
Bc840d98a8c,語言文學類,"購物狂,我們結婚吧",60,2009,泰電電業出版,3F中文圖書區,2009-06-24,NA,4,公共事務學院,2017-09-19T09:18:32Z
F7785667718,語言文學類,古籀彙編,69,1963,商務,3F中文圖書區,2000-12-12,中國語言文字,2,公共事務學院,2014-12-01T01:12:08Z
Aaa87d5de2b,科學類,Grundgesetz fur die Bundesrepublik Deutschland : Kommentar,92,1995,C.H. Beck,4F外文圖書區,1999-03-02,Germany Constitution.,2,法律學院,2015-03-16T07:58:57Z
J5184bc953e,NA,電子書閱讀器 iPad 4,4,NA,NA,1F流通櫃檯,2013-11-29,NA,3,商學院,2016-04-13T09:13:22Z
Id29a6e4e00,社會科學類,投資學,9,2007,臺灣培生教育出版,3F中文圖書區,2012-12-18,投資,2,商學院,2015-03-05T08:26:52Z
D165f82bf48,世界史地,上帝的指紋.上冊,19,2012,商周,1F通識悅讀專區,2013-12-30,文明史,2,社會科學院,2014-09-30T03:25:00Z
Gfa5bdd2756,語言文學類,戀人絮語:一本解構主義的文本,7,1994,桂冠,3F中文圖書區,2003-11-26,NA,1,商學院,2014-04-24T09:10:42Z
B8ebefddf9d,科學類,Semi-presidentialism : sub-types and democratic performance,40,2011,Oxford University Press,4F外文圖書區,2014-11-05,Semi-presidential system.,4,公共事務學院,2016-11-11T09:26:22Z
Hfcdbb14dfd,藝術類,從0開始圖解梵谷,2,2010,晨星,3F中文圖書區,2011-06-23,畫家傳記荷蘭,1,商學院,2013-12-18T12:57:29Z
Ge513d76b27,世界史地,首爾打工度假 : 從申辦、住宿到當地找工作、遊玩的第一手資訊 = Seoul working holiday go! go!,82,2012,朱雀文化出版,1F寰宇開卷專區,2013-07-12,旅遊,2,商學院,2014-11-11T03:28:04Z
A0c6fd801a5,世界史地,東方主義,18,2000,立緒文化出版,3F中文圖書區,2002-08-01,東方學,1,法律學院,2013-12-01T08:36:40Z
O77d31647eb,語言文學類,不存在的女兒,6,2007,木馬文化出版,3F中文圖書區,2007-05-28,NA,2,電機資訊學院,2015-02-07T04:49:08Z
I5deeb2516b,應用科學類,Reussir le DELF. A1,13,2010,Didier,1F寰宇開卷專區,2014-10-02,French language,4,商學院,2017-03-08T01:58:57Z
A065988f0c5,應用科學類,創意CEO : 行銷、廣告、媒體、設計的創意管理,13,2011,繆思,3F中文圖書區,2011-10-18,創意,2,法律學院,2015-06-26T03:57:05Z
Bf183738ae6,語言文學類,The ocean at the end of the lane : a novel,19,2013,Harper,1F寰宇開卷專區,2015-02-26,Good and evil,4,公共事務學院,2017-06-23T05:34:42Z
C79297d891e,應用科學類,"看懂,然後知輕重 : 「互聯網+」的10堂必修課",49,2015,先覺,3F中文圖書區,2015-05-28,電子商務,4,社會科學院,2017-02-20T11:21:39Z
K94ed57dfce,社會科學類,中華民國憲法概要 = Introduction to constitution of the R.O.C.,148,2014,三民,3F中文圖書區,2015-08-05,中華民國憲法,4,人文學院,2016-12-25T08:13:49Z
D562c534404,科學類,"Tourism : principles, practices, philosophies",22,2012,John Wiley & Sons,4F外文圖書區,2013-07-26,Tourism.,4,社會科學院,2016-09-22T09:40:21Z
Af67c9efc85,語言文學類,"大漠謠.卷一, 花落月牙泉",76,2010,野人文化,3F中文圖書區,2014-07-29,小說,2,法律學院,2015-04-22T07:06:20Z
A054541faf9,應用科學類,貓飯 : 貓咪飲食聖經,185,2015,質人文化創意,3F中文圖書區,2015-12-31,貓,3,法律學院,2016-03-14T07:00:24Z
N5f65d2ee53,語言文學類,新TOPIK韓檢單字躺著背+唸整句 : 史無前例最大發明!背單字練聽力一次搞定!,44,2016,我識,3F中文圖書區,2016-05-05,韓語,4,商學院,2017-04-18T05:47:06Z
A0c6fd801a5,社會科學類,權力與無知:探索暴力的來源,18,2003,立緒,3F中文圖書區,2011-07-26,權力,1,法律學院,2014-03-27T07:18:59Z
Bcca3632d93,應用科學類,Why ducks sleep on one leg and other stories : a collection of tales from Vietnam,22,1997,Heinemann ELT,4F外文圖書區,2000-11-03,Readers.,3,公共事務學院,2016-06-30T07:32:42Z
Bffb8b1237b,語言文學類,冰與火之歌.二部曲,3,2003,高富國際文化出版,3F中文圖書區,2008-09-09,NA,3,公共事務學院,2015-09-05T07:25:02Z
Cc4c1a06253,社會科學類,善惡經濟學,23,2013,大牌出版,3F中文圖書區,2013-07-22,經濟哲學,4,社會科學院,2016-11-18T04:38:29Z
Af67c9efc85,語言文學類,鳳囚凰,76,2014,江蘇文藝出版社,3F中文圖書區,2015-01-23,中國小說,4,法律學院,2017-02-20T12:38:27Z
A24ae329612,哲學類,"給不了就放手, 得不到就轉頭 : 放手也是一種幸福",35,2012,晶冠,1F通識悅讀專區,2013-12-30,修身,4,法律學院,2016-10-25T09:16:00Z
A8ba0917b01,社會科學類,刑法案例解析方法論,32,2014,元照,3F中文圖書區,2014-12-17,刑法,4,法律學院,2016-12-06T09:20:34Z
Bc19284939d,語言文學類,劫持白銀,23,2013,三采文化,3F中文圖書區,2013-09-13,日本文學,1,公共事務學院,2014-01-20T01:14:50Z
I34143efb19,藝術類,咖非正義 [電影片] = Black gold,6,2006,輝洪,1F視聽區,2012-06-13,紀錄片,1,商學院,2014-07-20T02:22:02Z
Bf0b35337c1,語言文學類,NEW TOEIC TEST金色證書 : 聽力 = Listening drills for the NEW TOEIC TEST,53,2013,眾文圖書,3F中文圖書區,2013-09-13,多益測驗,3,公共事務學院,2016-04-30T05:39:24Z
G1b1b6fb885,應用科學類,ERP企業資源規劃導論,7,2015,碁峰資訊,3F中文圖書區,2015-12-04,管理資訊系統,4,商學院,2017-03-02T07:18:44Z
G2d1610983c,語言文學類,LA流浪記,7,2003,皇冠,3F中文圖書區,2004-02-19,NA,3,商學院,2016-07-12T06:22:17Z
Cf40dc8c7c8,社會科學類,製造低收入戶,47,2015,群學,3F中文圖書區,2015-10-13,生活問題,3,社會科學院,2016-04-10T03:11:14Z
J49a658d81d,社會科學類,犯罪學,5,2003,三民總經銷,3F中文圖書區,2010-07-14,犯罪學,2,商學院,2014-11-06T03:06:18Z
I426f4e8b32,語言文學類,六個夢,2,1989,皇冠,3F中文圖書區,2007-03-19,NA,3,商學院,2016-03-30T06:00:34Z
M1382540a06,語言文學類,噓噓、嗯嗯、屁屁 : 如廁軼事百聞不如一見,43,2007,臉譜出版,3F中文圖書區,2012-06-21,NA,1,人文學院,2014-03-07T06:43:30Z
Haaf0e7a5a0,藝術類,豔陽天,138,NA,沙鷗影視公司發行,1F視聽區,2000-11-09,NA,1,商學院,2014-04-27T02:25:26Z
F61c5c14ac3,語言文學類,笑傲江湖,70,1996,遠流,3F中文圖書區,2006-03-28,NA,1,公共事務學院,2013-12-25T04:58:44Z
B8f73a4d6e9,社會科學類,社會科學研究方法:打開天窗說量化=Quantitative Research Methods in the Social Sciences,146,2010,威仕曼文化,3F中文圖書區,2011-08-11,社會科學,2,公共事務學院,2014-09-15T02:28:56Z
B7230aef465,語言文學類,"飢餓遊戲.3,自由幻夢",30,2011,大塊文化,3F中文圖書區,2014-01-09,美國文學小說,1,公共事務學院,2014-06-05T05:14:43Z
Ie4a3b426be,藝術類,教你一次學會禪繞畫 : 12種基本圖樣、125個範例統統學會,217,2013,遠流,3F中文圖書區,2013-12-30,繪畫技法,2,商學院,2015-06-24T07:28:11Z
C313d04667e,語言文學類,生死場,2,1999,里仁,3F中文圖書區,2009-12-24,NA,1,社會科學院,2014-04-01T02:01:39Z
Dee87102cf7,世界史地,漂流 : 我一個人在海上76天,12,2012,早安財經文化出版,1F寰宇開卷專區,2013-07-12,航海,3,社會科學院,2015-11-04T09:10:27Z
A054541faf9,語言文學類,射雕英雄傳,185,2003,遠流,3F中文圖書區,2006-03-28,NA,3,法律學院,2016-03-04T03:55:42Z
G9c46aa57c7,NA,電子書閱讀器 iPad 2,38,NA,NA,1F流通櫃檯,2012-07-05,NA,3,商學院,2015-12-16T05:19:05Z
A705b81efb8,社會科學類,國際私法總論體系重點整理,4,2002,保成文化,3F中文圖書區,2002-08-01,國際私法,3,法律學院,2015-12-24T04:06:57Z
Of04b36e9ea,NA,電子書閱讀器 iPad 4,10,NA,NA,1F流通櫃檯,2013-11-29,NA,4,電機資訊學院,2016-11-17T12:20:50Z
Kadbf84e112,語言文學類,陰界黑幫 = Mafia of the dead. 2,130,2011,春天出版國際文化,3F中文圖書區,2014-09-19,小說,4,人文學院,2017-03-09T00:44:09Z
Mb4ac1a99d5,社會科學類,社會學,40,2002,美商麥格羅？希爾出版,3F中文圖書區,2004-12-22,社會學,4,人文學院,2017-08-14T07:52:07Z
D514680e2b6,社會科學類,統計原來這麼...生活！,15,2011,博雅書屋,3F中文圖書區,2012-09-03,統計學,2,社會科學院,2015-05-04T06:01:29Z
K0c00d964bf,語言文學類,虐待狂刑警 : 蝴蝶效應殺人事件,73,2013,尖端,3F中文圖書區,2013-12-30,日本文學,1,人文學院,2014-02-26T05:52:50Z
B1afd235714,世界史地,最純潔的種族 : 北韓人眼中的北韓人,65,2012,臉譜,1F寰宇開卷專區,2013-07-12,歷史,3,公共事務學院,2016-06-15T11:04:38Z
A0f390c7645,藝術類,鐵娘子 [電影片] : 堅固柔情 = The iron lady,107,2013,威望國際,1F視聽區,2013-04-26,電影片,1,法律學院,2014-07-15T07:51:56Z
B1ad5b76225,語言文學類,無眠,150,2017,逗點文創結社,3F中文圖書區,2017-06-20,劇本,4,公共事務學院,2017-06-26T04:10:29Z
L5498619cdf,社會科學類,猿猴.賽伯格和女人:重新發明自然,18,2010,群學,3F中文圖書區,2011-06-10,人類行為,3,人文學院,2016-06-17T09:26:21Z
L3d79506d2b,語言文學類,"隋亂.卷六,廣陵散",16,2010,野人文化,3F中文圖書區,2013-04-19,中國小說,4,人文學院,2017-12-05T09:35:28Z
Kc54485f6a7,語言文學類,吶喊？徬徨,66,1990,[出版者不詳],3F中文圖書區,1999-06-30,NA,1,人文學院,2013-12-07T03:07:34Z
G9c46aa57c7,語言文學類,醒世恒言,18,2007,三民書局,3F中文圖書區,2013-09-09,話本,1,商學院,2014-01-22T03:38:40Z
B8313059378,藝術類,深夜食堂,52,9999,新經典圖文傳播,3F中文圖書區,2012-09-27,漫畫,1,公共事務學院,2013-11-28T02:50:13Z
Lb07b2740f9,語言文學類,魔戒前傳:哈比人歷險記,33,2002,聯經,3F中文圖書區,2004-12-14,NA,3,人文學院,2015-10-27T08:36:01Z
L3f1ee22f0d,語言文學類,新版實用視聽華語:學生作業簿=Practical audio-visual Chinese:student's workbook,22,2008,正中,3F中文圖書區,2010-05-20,中國語言讀本,1,人文學院,2014-06-05T09:03:11Z
Id8cc179fb6,語言文學類,"風動鳴 = Wind with voices. 17, 煦光夢迴 中部",22,2014,天使出版國際文化,3F中文圖書區,2015-01-23,科幻小說,3,商學院,2016-05-25T08:47:59Z
